session_id,category,age,num_strokes,draw_duration_old,draw_duration_new,mean_intensity,age_numeric,filename
cdm_run_v41542396376182,a bear,age10,3,3.234,0,0.02734375,10,bear_sketch_age10_cdm_run_v41542396376182.png
cdm_run_v41542494477217,a bear,age10,13,16.261,0,0.0518973214285714,10,bear_sketch_age10_cdm_run_v41542494477217.png
cdm_run_v41542572319870,a bear,age10,1,0,0,0.0250717474489796,10,bear_sketch_age10_cdm_run_v41542572319870.png
cdm_run_v41543101092847,a bear,age10,13,11.54,0,0.0312699298469388,10,bear_sketch_age10_cdm_run_v41543101092847.png
cdm_run_v41543102904371,a bear,age10,6,8.674,0,0.0261280293367347,10,bear_sketch_age10_cdm_run_v41543102904371.png
cdm_run_v41543792731223,a bear,age10,32,21.987,0,0.080257493622449,10,bear_sketch_age10_cdm_run_v41543792731223.png
cdm_run_v41543949996080,a bear,age10,9,13.846,0,0.0390027104591837,10,bear_sketch_age10_cdm_run_v41543949996080.png
cdm_run_v41544050821555,a bear,age10,8,4.204,0,0.0289182079081633,10,bear_sketch_age10_cdm_run_v41544050821555.png
cdm_run_v41544121857609,a bear,age10,5,4.895,0,0.0454001913265306,10,bear_sketch_age10_cdm_run_v41544121857609.png
cdm_run_v41544301177315,a bear,age10,13,16.388,0,0.0319674744897959,10,bear_sketch_age10_cdm_run_v41544301177315.png
cdm_run_v41544735048493,a bear,age10,13,13.895,0,0.0488679846938775,10,bear_sketch_age10_cdm_run_v41544735048493.png
cdm_run_v41544823785983,a bear,age10,8,6.154,0,0.0167012117346939,10,bear_sketch_age10_cdm_run_v41544823785983.png
cdm_run_v41545002258907,a bear,age10,9,4.243,0,0.035255899234693903,10,bear_sketch_age10_cdm_run_v41545002258907.png
cdm_run_v41545007552353,a bear,age10,16,23.428,0,0.0658880739795918,10,bear_sketch_age10_cdm_run_v41545007552353.png
cdm_run_v41545509268446,a bear,age10,15,15.511,0,0.0657684948979592,10,bear_sketch_age10_cdm_run_v41545509268446.png
cdm_run_v41545511449068,a bear,age10,11,13.241,0,0.0887276785714286,10,bear_sketch_age10_cdm_run_v41545511449068.png
cdm_run_v41545518948775,a bear,age10,8,8.317,0,0.049445950255102,10,bear_sketch_age10_cdm_run_v41545518948775.png
cdm_run_v41545852202874,a bear,age10,7,7.076,0,0.0189333545918367,10,bear_sketch_age10_cdm_run_v41545852202874.png
cdm_run_v41545856832705,a bear,age10,9,4.91,0,0.0512595663265306,10,bear_sketch_age10_cdm_run_v41545856832705.png
